,classifier_id,data_id,attack_id,n,defense_id,id,pre_def_name,post_def_name,classifier_name,train_time,attack_size,attack_name,attack_time,ben_acc,ben_pred_time,adv_acc,adv_pred_time
63414cd29e3f883459a37dd03e6055332f5806a512a906fa6c0ec3fc10c3daaf,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60c80eec6cbd8980ea0169e184733621e2e3d31a97ecaaa0b65c806a3d0f0cf6,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,63414cd29e3f883459a37dd03e6055332f5806a512a906fa6c0ec3fc10c3daaf,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-L2-0.001,0.8194270133972168,0.987,2.182081460952759,0.8,0.010907888412475586
3c2dd3664bff6b9463da4656a0f67a7ce3b6dfdfc3c0be0a526c5d7cacefb371,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,8d59385a42715078e31ea272005b98d2788c16e4ea294b6ccbc1918312b57755,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3c2dd3664bff6b9463da4656a0f67a7ce3b6dfdfc3c0be0a526c5d7cacefb371,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-L2-0.01,0.89349365234375,0.987,0.07882952690124512,0.8,0.005491495132446289
044ada5db68305fca3486dd4f2cae4b95fecaf506b64e043678e1607627767b4,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e7a8cd7fda86d20062c755a6f6552167190aa5d86d1389c7e4c71492d07398c6,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,044ada5db68305fca3486dd4f2cae4b95fecaf506b64e043678e1607627767b4,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-0.1,1.2695839405059814,0.085,0.09389352798461914,0.1,0.005072116851806641
8972e926e4a73f3f2f6016af9137d9a4da26f902ca2b4d07e5fb5574049ccdd1,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,f7f5445497252a02b8c8a08b1405a4c82d889fabdf53be2f8b3b86494508483f,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,8972e926e4a73f3f2f6016af9137d9a4da26f902ca2b4d07e5fb5574049ccdd1,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-L1,0.708582878112793,0.085,0.09013915061950684,0.1,0.005326747894287109
2d7eaab6c41ef60f331bc90c05f5c2b062acd72de70082fd82202dfa01baa4e7,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60e06add8c9567a64e8d8e5ab326100bcffedecf1ba4e4ddaed0161231c8d582,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,2d7eaab6c41ef60f331bc90c05f5c2b062acd72de70082fd82202dfa01baa4e7,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-L2-0.1,0.6233236789703369,0.085,0.14835000038146973,0.1,0.005353450775146484
257f2905709da5be63c2d927cdb5ba6c5ff12b6667499d18d74bd97dd8f8096e,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,257f2905709da5be63c2d927cdb5ba6c5ff12b6667499d18d74bd97dd8f8096e,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,FGM,0.5753881931304932,0.085,0.07365274429321289,0.1,0.0040416717529296875
7420cecb4f4977b0fccabd3824aeda39988f6992327331371b98e8082339952a,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,bb9103eb066a839d58a89df48883464113b7b2b840a70faa026eca0d3d1dfd57,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,7420cecb4f4977b0fccabd3824aeda39988f6992327331371b98e8082339952a,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,DeepFool,6.472837686538696,0.085,0.17158222198486328,0.1,0.004931211471557617
122dda6a6a87e766c329000b8fdbf72db7ca2bd0626411989566d77f4b7f6a7c,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7f2d068c2fb8a1efc27d4c51e84bdedddcbd409de4c8f0535cb92fcd2af3c545,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,122dda6a6a87e766c329000b8fdbf72db7ca2bd0626411989566d77f4b7f6a7c,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,AdversarialPatch,2.550736904144287,0.085,0.14388322830200195,0.0,0.02294754981994629
2fe5eda662b60be3546513fba81882d24e94165712a9e47e2c21540fe7d19b5d,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,5ef8ba9d00e94b3631658ad73e47dde1e17419a7d44dda4096fbf7e896d5ee3c,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,2fe5eda662b60be3546513fba81882d24e94165712a9e47e2c21540fe7d19b5d,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,Threshold Attack,3.928417444229126,0.085,0.11776208877563477,0.1,0.03672146797180176
6094e58d97b53a5ff4690c9589275fc08bd1ac609e6d91a57bcdc5dda277b445,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,435e6b628fc1edf4942fde04dab10e808fd377d6a866005b9fd0bcac92d681b3,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,6094e58d97b53a5ff4690c9589275fc08bd1ac609e6d91a57bcdc5dda277b445,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-0.001,1.0296270847320557,0.085,0.1397078037261963,0.1,0.024618148803710938
e8c0be4738c74303816cd7263f01444f15547cc66cc0095a3817b9a06e4c408f,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,eb13069d89aebeff786339611f0227bfcf392fc39ede1bb24576ad95e2db3739,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,e8c0be4738c74303816cd7263f01444f15547cc66cc0095a3817b9a06e4c408f,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-0.01,0.6682846546173096,0.085,0.07837033271789551,0.1,0.0053730010986328125
698d8f7cd6ef2a2ceec71c90c0cfae0015e0dfe370c693918ed2573fbd046efe,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60c80eec6cbd8980ea0169e184733621e2e3d31a97ecaaa0b65c806a3d0f0cf6,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,698d8f7cd6ef2a2ceec71c90c0cfae0015e0dfe370c693918ed2573fbd046efe,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-L2-0.001,0.8910567760467529,0.085,2.1906251907348633,0.1,0.004373311996459961
f718908c32d67b6906b41bf3bc7bda7a53234ff9e877f8d416b49d3dcb46ab04,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,8d59385a42715078e31ea272005b98d2788c16e4ea294b6ccbc1918312b57755,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,f718908c32d67b6906b41bf3bc7bda7a53234ff9e877f8d416b49d3dcb46ab04,No Preprocessing,Class Labels,Default Classifier,9.174081325531006,10,PGD-L2-0.01,0.8256728649139404,0.085,0.07544493675231934,0.1,0.004651308059692383
41e006a55c6c946d84e4676de25d7fd89b82acaaa664dc2a52de53c7fd27032c,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e7a8cd7fda86d20062c755a6f6552167190aa5d86d1389c7e4c71492d07398c6,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,41e006a55c6c946d84e4676de25d7fd89b82acaaa664dc2a52de53c7fd27032c,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-0.1,0.7403740882873535,0.987,0.1215815544128418,0.0,0.005086421966552734
c7463a6901d2b9bb550f2a17448433c54833f97b0b2098ad2f1c766ae7285a2e,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,f7f5445497252a02b8c8a08b1405a4c82d889fabdf53be2f8b3b86494508483f,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,c7463a6901d2b9bb550f2a17448433c54833f97b0b2098ad2f1c766ae7285a2e,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-L1,0.8677849769592285,0.987,0.08381128311157227,0.9,0.005669832229614258
1cbe98be69b0ac1a8b535f6b88e6c40a710328baf269884a2a9088e539360e2f,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60e06add8c9567a64e8d8e5ab326100bcffedecf1ba4e4ddaed0161231c8d582,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,1cbe98be69b0ac1a8b535f6b88e6c40a710328baf269884a2a9088e539360e2f,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-L2-0.1,0.7317876815795898,0.987,0.16892433166503906,0.8,0.023517608642578125
fc90b2afad45e3bd31a116e9c5e177c2b7345546f9e212dbd2c1f6c9b08f7780,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,fc90b2afad45e3bd31a116e9c5e177c2b7345546f9e212dbd2c1f6c9b08f7780,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,FGM,0.6933355331420898,0.987,0.17877531051635742,0.2,0.028075456619262695
0bf72320d2f32b4d827023a4ce2d14ef284b7308e8f4bca8064d3ee09d5ea12f,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,bb9103eb066a839d58a89df48883464113b7b2b840a70faa026eca0d3d1dfd57,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,0bf72320d2f32b4d827023a4ce2d14ef284b7308e8f4bca8064d3ee09d5ea12f,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,DeepFool,5.875495910644531,0.987,0.10627603530883789,0.8,0.007943868637084961
db90a3d93d8f2f4f86b8b00a293db986d2301415503280e0702a39d017f237f7,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e9e40bf55635abb8cb6570ff42500e6f9e60c9f0b3402f9d36dd96722821870c,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,db90a3d93d8f2f4f86b8b00a293db986d2301415503280e0702a39d017f237f7,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,HopSkipJump,14.147088527679443,0.987,0.07709431648254395,0.0,0.005290031433105469
96510370ef0eb35f48f1045aeb7e728f68370a88e828bc50eae202589221d170,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7f2d068c2fb8a1efc27d4c51e84bdedddcbd409de4c8f0535cb92fcd2af3c545,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,96510370ef0eb35f48f1045aeb7e728f68370a88e828bc50eae202589221d170,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,AdversarialPatch,2.6739799976348877,0.987,0.098175048828125,0.0,0.004871368408203125
e6d95297b8090e5dbcba5e16ab43f10c0c1e35a7df09dbf14f6a77031740c10f,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,5ef8ba9d00e94b3631658ad73e47dde1e17419a7d44dda4096fbf7e896d5ee3c,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,e6d95297b8090e5dbcba5e16ab43f10c0c1e35a7df09dbf14f6a77031740c10f,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,Threshold Attack,3.0349085330963135,0.987,0.13750982284545898,1.0,0.0051631927490234375
0bc6140831b051d19acd73d7326ffb99389d632ddcb7640960aa3d3ff541c0e2,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,435e6b628fc1edf4942fde04dab10e808fd377d6a866005b9fd0bcac92d681b3,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,0bc6140831b051d19acd73d7326ffb99389d632ddcb7640960aa3d3ff541c0e2,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-0.001,0.6536755561828613,0.987,0.07375454902648926,0.0,0.00519871711730957
d20867de67f3b07665b010bee7c77ac2b835e3a5d869ccad81377e43efc073fc,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,eb13069d89aebeff786339611f0227bfcf392fc39ede1bb24576ad95e2db3739,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,d20867de67f3b07665b010bee7c77ac2b835e3a5d869ccad81377e43efc073fc,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-0.01,0.6349821090698242,0.987,0.1091461181640625,0.0,0.008411407470703125
48869ff43171e8500045051a15b9a5b59f3e87efa1d08bbf531ec936f47621c9,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60c80eec6cbd8980ea0169e184733621e2e3d31a97ecaaa0b65c806a3d0f0cf6,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,48869ff43171e8500045051a15b9a5b59f3e87efa1d08bbf531ec936f47621c9,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-L2-0.001,0.9055964946746826,0.987,2.251148223876953,0.8,0.005428791046142578
f9e9afe44ca60c8fbad3b5fe27cde5aa196ac85965f61b795b4ef362828c8783,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,8d59385a42715078e31ea272005b98d2788c16e4ea294b6ccbc1918312b57755,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,f9e9afe44ca60c8fbad3b5fe27cde5aa196ac85965f61b795b4ef362828c8783,No Preprocessing,High Confidence,Default Classifier,8.7276451587677,10,PGD-L2-0.01,0.597200870513916,0.987,0.0838479995727539,0.8,0.005795955657958984
f7d2beed731ac5fb7f2d701deb5fbf700c288a49c1e7bb585fc565fac4d4b23e,f29ff6421dc5cdf602c609654f5c4a06370142b77c7c78bf35a4deca617a706140510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e7a8cd7fda86d20062c755a6f6552167190aa5d86d1389c7e4c71492d07398c6,1000,45b95031c5688497a1c5a67efadca2c40b6bf41f5740805ccd1deac79d0b3fde,f7d2beed731ac5fb7f2d701deb5fbf700c288a49c1e7bb585fc565fac4d4b23e,No Preprocessing,Rounded,Default Classifier,10.14554762840271,10,PGD-0.1,0.6516323089599609,0.987,0.1297321319580078,0.0,0.00592350959777832
bda1980b3a9e49939c9b2e84395d7c3e2c4349ad7e2bfcd1be2afc7f6d2e56ba,f29ff6421dc5cdf602c609654f5c4a06370142b77c7c78bf35a4deca617a706140510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,f7f5445497252a02b8c8a08b1405a4c82d889fabdf53be2f8b3b86494508483f,1000,45b95031c5688497a1c5a67efadca2c40b6bf41f5740805ccd1deac79d0b3fde,bda1980b3a9e49939c9b2e84395d7c3e2c4349ad7e2bfcd1be2afc7f6d2e56ba,No Preprocessing,Rounded,Default Classifier,10.14554762840271,10,PGD-L1,1.181586503982544,0.987,0.12236952781677246,0.9,0.025932788848876953
