,classifier_id,data_id,attack_id,n,defense_id,id,pre_def_name,post_def_name,classifier_name,train_time,attack_size,attack_name,attack_time,ben_acc,ben_pred_time,adv_acc,adv_pred_time
98dc86d627dbe9db5902bca53c70ca68deeb573cec282c4f10c5c7094c6e6266,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e7a8cd7fda86d20062c755a6f6552167190aa5d86d1389c7e4c71492d07398c6,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,98dc86d627dbe9db5902bca53c70ca68deeb573cec282c4f10c5c7094c6e6266,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-0.1,0.8577761650085449,0.987,0.1360170841217041,0.0,0.005129575729370117
613e20617a91fadbe9cbbab812d9d313c9992e0e0a7e203402c7dca531507aec,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,f7f5445497252a02b8c8a08b1405a4c82d889fabdf53be2f8b3b86494508483f,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,613e20617a91fadbe9cbbab812d9d313c9992e0e0a7e203402c7dca531507aec,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-L1,0.7877542972564697,0.987,0.11139369010925293,0.9,0.01204371452331543
d3dfd69ede1285f86e52a394db1f1c07da7f3362c5519414dd7c2d84327ecbca,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,60e06add8c9567a64e8d8e5ab326100bcffedecf1ba4e4ddaed0161231c8d582,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d3dfd69ede1285f86e52a394db1f1c07da7f3362c5519414dd7c2d84327ecbca,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-L2-0.1,0.9199979305267334,0.987,0.24607157707214355,0.8,0.04156064987182617
578c05328107ca2c9b47d21bed66d3c6e999c6e17f3eae3478546f85c471c554,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,578c05328107ca2c9b47d21bed66d3c6e999c6e17f3eae3478546f85c471c554,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,FGM,0.6215295791625977,0.987,0.11511540412902832,0.2,0.00484776496887207
99bba7ad7a383ab3d892a31a4f4a0bc29c49d5f08cc44108f4a3bf8cf007504a,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,bb9103eb066a839d58a89df48883464113b7b2b840a70faa026eca0d3d1dfd57,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,99bba7ad7a383ab3d892a31a4f4a0bc29c49d5f08cc44108f4a3bf8cf007504a,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,DeepFool,5.551851034164429,0.987,0.09912467002868652,0.8,0.008500099182128906
8ab5eb3f7d45222ed3fe3e61aa9348fa687be46d3a1e6f2d23aeb2385d58217f,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,b4712c7b4e940a841ae20575a1f3e8dccab5c73bc963db2fd793bfcd335a95ca,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8ab5eb3f7d45222ed3fe3e61aa9348fa687be46d3a1e6f2d23aeb2385d58217f,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,HopSkipJump,16.344497442245483,0.987,0.15737152099609375,0.0,0.005021333694458008
b118f2c7d2718b348896722c1dd7d6b0bd4d6b28cad9b76bf6bdb254706f6b94,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7f2d068c2fb8a1efc27d4c51e84bdedddcbd409de4c8f0535cb92fcd2af3c545,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b118f2c7d2718b348896722c1dd7d6b0bd4d6b28cad9b76bf6bdb254706f6b94,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,AdversarialPatch,3.665720224380493,0.987,0.12425088882446289,0.0,0.005610227584838867
3bfa95ec822c4d817af686b2de8f8ef46095ae06872dc9764e068f45630c56f8,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,5ef8ba9d00e94b3631658ad73e47dde1e17419a7d44dda4096fbf7e896d5ee3c,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3bfa95ec822c4d817af686b2de8f8ef46095ae06872dc9764e068f45630c56f8,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,Threshold Attack,3.121051788330078,0.987,0.14073538780212402,1.0,0.0057833194732666016
4fb069230dc2d172db04d18ea0cb107632101127f61c2f3ebf44e8c82e9b710f,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,435e6b628fc1edf4942fde04dab10e808fd377d6a866005b9fd0bcac92d681b3,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4fb069230dc2d172db04d18ea0cb107632101127f61c2f3ebf44e8c82e9b710f,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-0.001,0.6626186370849609,0.987,0.11199498176574707,0.0,0.005292415618896484
01cb90c032b07333fcb81ad169e8f3fd090b669a17e4f33ceb77bec91046a094,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,eb13069d89aebeff786339611f0227bfcf392fc39ede1bb24576ad95e2db3739,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,01cb90c032b07333fcb81ad169e8f3fd090b669a17e4f33ceb77bec91046a094,No Preprocessing,No Postprocessing,Default Classifier,10.371028423309326,10,PGD-0.01,0.687605619430542,0.987,0.11207389831542969,0.0,0.005202054977416992
