,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred_time,ben_acc,ben_cov,ben_mean,ben_std,ben_resid,adv_pred_time,adv_acc,adv_cov,adv_mean,adv_std,adv_resid
9a38ab7415044f49cd065a35e1a3d42ea27adc0defa1884291d439e9c601b755,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,ab7c9e35f6c85521486ab739aa33734c7ca76c7117c1f4dcf26e494b229b4c20,60000,,9a38ab7415044f49cd065a35e1a3d42ea27adc0defa1884291d439e9c601b755,Control,Default Classifier,876.607623924,100,PGD-step_size:0.01,10,1024,0.03,30.669729812000014,11.627632874999904,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.024826796000070317,0.98,1.0,0.10000000149011612,0.2990237772464752,1.4754392152482865e-10
a4b49a2d848672986f37266d7115c63328e39d2cb399c07fa599bd6825dc851b,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,c121c7494b86ab5821e60e665c10c02ed9acea04730865a00740dda23592dd58,60000,,a4b49a2d848672986f37266d7115c63328e39d2cb399c07fa599bd6825dc851b,Control,Default Classifier,876.607623924,100,FGM-step_size:0.01,10,1024,0.03,2.3799183429999857,1.2727610219999406,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.01606267099998604,0.98,1.0,0.10000000149011612,0.2986278235912323,1.4754392152482865e-10
3750efe8e0c41ad75ce1073b4e53d689155fdad39b6c2fd0dab884dee6653676,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6d0e4950356a6c88a51a7e7ae6942c8e255051c9337709140b2a0bf2a1dd12ee,60000,,3750efe8e0c41ad75ce1073b4e53d689155fdad39b6c2fd0dab884dee6653676,Control,Default Classifier,876.607623924,100,PixelAttack,10,1024,0.03,22.57732406699995,1.268757421000032,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.016293502999928933,1.0,1.0,0.10000000149011612,0.29948845505714417,1.4754392152482865e-10
d88f6d9db24a87b1b5dae6ea2f6f2a5f2b70227e1e2b97686f899b4e7805402f,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,cdc6a469039efd13dc970ac46c748a56dba5e24094027e456cd1653604b3c38f,60000,,d88f6d9db24a87b1b5dae6ea2f6f2a5f2b70227e1e2b97686f899b4e7805402f,Control,Default Classifier,876.607623924,100,DeepFool,10,1024,0.03,565.302424726,1.2347699590000047,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.015658726000083334,0.39,1.0,0.10000000149011612,0.29118308424949646,1.4754392152482865e-10
2678aaef3424e453d90d2a790542e3098e271ca9cbb7794930b4514d5e6694ef,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,c8b54b6f40524cd817fdb82255926fd68da54b961c5378cde675e2311a2b2a4b,60000,,2678aaef3424e453d90d2a790542e3098e271ca9cbb7794930b4514d5e6694ef,Control,Default Classifier,876.607623924,100,HopSkipJump,10,1024,0.03,279.615778246,1.2939768000001095,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.015645374999849082,0.02,1.0,0.10000000149011612,0.29691973328590393,1.4754392152482865e-10
9dc673661b015b5600ae1cb9b01a8e58154d614b28ca3a82f1f8f86585193898,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e3cc2d5461ecca7cd52f2de72e000dc59ffba2140ef7dcc1fe786b084216fb06,60000,,9dc673661b015b5600ae1cb9b01a8e58154d614b28ca3a82f1f8f86585193898,Control,Default Classifier,876.607623924,100,AdversarialPatch,10,1024,0.03,59.363453316000005,1.2911479350000263,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,14.125530334000132,0.0,1.0,0.09999998658895493,0.24795114994049072,1.4754392152482865e-10
5f81fa9ac3006a674982187f8657238300a3038c5a453ed4f8583d2d219f5519,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,9e6d12933037b2c398e084883c65e708b8f067077bb0a583c2f752c2a2842f4b,60000,,5f81fa9ac3006a674982187f8657238300a3038c5a453ed4f8583d2d219f5519,Control,Default Classifier,876.607623924,100,Threshold Attack,10,1024,0.03,79.384600352,1.2579600239998854,0.9965,1.0,0.10000000149011612,0.29975348711013794,1.4754392152482865e-10,0.015560318999860101,1.0,1.0,0.10000000149011612,0.29999610781669617,1.4754392152482865e-10
4e34c961ad0ed1a8b9a0be9432c6519144497be44d130d0e2ec29dadc4a68233,d8bf93c4ba62777b97a8366bd5a35f1a0fd427fc8386dcce1ac2b6a709bdddde,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,ab7c9e35f6c85521486ab739aa33734c7ca76c7117c1f4dcf26e494b229b4c20,60000,3ee513f4edd67cf56b9407a80602b89d33adea175a443aac952b9dfd258e6a06,4e34c961ad0ed1a8b9a0be9432c6519144497be44d130d0e2ec29dadc4a68233,Feature Squeezing-bit_depth:32,Default Classifier,851.2309555569998,100,PGD-step_size:0.01,10,1024,0.03,6.484522051000113,1.320545630000197,0.9964,1.0,0.10000000149011612,0.29975464940071106,1.9789704597261704e-10,0.016018709000036324,0.98,1.0,0.10000000149011612,0.29881930351257324,1.9789704597261704e-10
ae1e9c3f0fe21bdbceb7797292003fb60c8243382166648aa1c6870902a62b26,d8bf93c4ba62777b97a8366bd5a35f1a0fd427fc8386dcce1ac2b6a709bdddde,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,c121c7494b86ab5821e60e665c10c02ed9acea04730865a00740dda23592dd58,60000,3ee513f4edd67cf56b9407a80602b89d33adea175a443aac952b9dfd258e6a06,ae1e9c3f0fe21bdbceb7797292003fb60c8243382166648aa1c6870902a62b26,Feature Squeezing-bit_depth:32,Default Classifier,851.2309555569998,100,FGM-step_size:0.01,10,1024,0.03,2.6994797129996186,1.3124399979997179,0.9964,1.0,0.10000000149011612,0.29975464940071106,1.9789704597261704e-10,0.0163011789995835,0.98,1.0,0.10000000149011612,0.29861149191856384,1.9789704597261704e-10
c47c19ec8d46c063c535216723da2efe6f0aa2e079642d096359220142d83275,d8bf93c4ba62777b97a8366bd5a35f1a0fd427fc8386dcce1ac2b6a709bdddde,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6d0e4950356a6c88a51a7e7ae6942c8e255051c9337709140b2a0bf2a1dd12ee,60000,3ee513f4edd67cf56b9407a80602b89d33adea175a443aac952b9dfd258e6a06,c47c19ec8d46c063c535216723da2efe6f0aa2e079642d096359220142d83275,Feature Squeezing-bit_depth:32,Default Classifier,851.2309555569998,100,PixelAttack,10,1024,0.03,12.1434320379999,1.310656678000214,0.9964,1.0,0.10000000149011612,0.29975464940071106,1.9789704597261704e-10,0.016233438000199385,1.0,1.0,0.10000000149011612,0.29853004217147827,1.9789704597261704e-10
