,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred_time,ben_acc,adv_pred_time,adv_acc
62bc83f1d95c4f4a133357b4c3eaec2b1b91f5e146e82abf39461db3bab34fdd,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,1ade9f4dfa37a213ebfbb50309e97ce39a2abd279d2bcc0da9d839dea173bc2d,1000,,62bc83f1d95c4f4a133357b4c3eaec2b1b91f5e146e82abf39461db3bab34fdd,Control,Default Classifier,10.479706525802612,10,PGD,10,1024,0.3,0.3589284420013428,0.05243515968322754,0.977,0.0017387866973876953,0.0
ba2cdb00b06eb0d33eb6c2bb158bc12ce8f3d3fc2cb13d68b9a994a8b213b764,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,1000,,ba2cdb00b06eb0d33eb6c2bb158bc12ce8f3d3fc2cb13d68b9a994a8b213b764,Control,Default Classifier,10.479706525802612,10,FGM,10,1024,0.3,0.13468599319458008,0.05794978141784668,0.977,0.0020422935485839844,0.0
a38b9a914ecbef77b747f1e7be5d1e7b620f46c1a2177d89bce9c344e8d589c3,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,fe1309b105b108d5c6c0d7a8e14ff0ffa83a3ce0c6aec8e586cf879e30e18a9e,1000,,a38b9a914ecbef77b747f1e7be5d1e7b620f46c1a2177d89bce9c344e8d589c3,Control,Default Classifier,10.479706525802612,10,Carlini,10,1024,0.3,14.604846715927124,0.062363624572753906,0.977,0.0016901493072509766,0.9
b8db3f5f92fbc586bdc1b50e542f2951f6855decadd1c021812f47322add4140,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,51a165c440d49895eaa3c8363883894af57d2603f67478cb5a235d08249d7b56,1000,,b8db3f5f92fbc586bdc1b50e542f2951f6855decadd1c021812f47322add4140,Control,Default Classifier,10.479706525802612,10,PixelAttack,10,1024,0.3,0.688474178314209,0.06608462333679199,0.977,0.0021398067474365234,1.0
b70bd41061bd2aaa11aa95035e8de364f4dd10c497e01ad8e997c0008a6773b4,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,478ab3f600a3beeb2374108f6a8209d08a2174d311778afd249ef516a7067344,1000,,b70bd41061bd2aaa11aa95035e8de364f4dd10c497e01ad8e997c0008a6773b4,Control,Default Classifier,10.479706525802612,10,DeepFool,10,1024,0.3,3.1573147773742676,0.05762434005737305,0.977,0.0019140243530273438,0.1
5d5035921426a4042aaa7a9c3c60025801e5e24c80d9a9ab6fdf3df949ce38a8,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6f7d92d40d8069cf1e4a86b1519ae49777416dd91aa1980bfc559a88cb92b8c6,1000,,5d5035921426a4042aaa7a9c3c60025801e5e24c80d9a9ab6fdf3df949ce38a8,Control,Default Classifier,10.479706525802612,10,HopSkipJump,10,1024,0.3,10.38480257987976,0.09778165817260742,0.977,0.002693653106689453,0.0
543e0463535db2104bccf6e1082d35688fef248a89703ab0d90314be3ff07e11,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7f2d068c2fb8a1efc27d4c51e84bdedddcbd409de4c8f0535cb92fcd2af3c545,1000,,543e0463535db2104bccf6e1082d35688fef248a89703ab0d90314be3ff07e11,Control,Default Classifier,10.479706525802612,10,AdversarialPatch,10,1024,0.3,0.5315093994140625,0.09537839889526367,0.977,0.001916646957397461,0.0
27a6ca871a0fa920a346445d4b2063065c68fc8fd4fe33b799d293c201d6ea03,6ad978242e9392543fbaa39d2c2c12a1eecf9a218dbfcc79dbbb5900298aa25f40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,1b99776751e2cc023e9cbdcb8d419b92cfb1a607ff24ff19d6b51591a50e49ec,1000,,27a6ca871a0fa920a346445d4b2063065c68fc8fd4fe33b799d293c201d6ea03,Control,Default Classifier,10.479706525802612,10,Threshold Attack,10,1024,0.3,2.1916818618774414,0.06381011009216309,0.977,0.0021855831146240234,1.0
2d74c6227637b5f9089d9679dce8191d71b2fac685c56c9f04555af589fcb9d6,3c5065cefd768bd179eac25e9d362632cee5222fe6612e70941e7255b12f1d3a40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,1ade9f4dfa37a213ebfbb50309e97ce39a2abd279d2bcc0da9d839dea173bc2d,1000,84679f8c7d004622681a4a970539bcb93c71ad05e6c99d6c0960ff47da59913e,2d74c6227637b5f9089d9679dce8191d71b2fac685c56c9f04555af589fcb9d6,Feature Squeezing,Default Classifier,8.801351308822632,10,PGD,10,1024,0.3,0.04027414321899414,0.045191049575805664,0.978,0.0018925666809082031,0.0
cb562e00827fa1a5e955281df8f1eadeb00a1cfd4076ccc938c5a712129aa529,3c5065cefd768bd179eac25e9d362632cee5222fe6612e70941e7255b12f1d3a40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,1000,84679f8c7d004622681a4a970539bcb93c71ad05e6c99d6c0960ff47da59913e,cb562e00827fa1a5e955281df8f1eadeb00a1cfd4076ccc938c5a712129aa529,Feature Squeezing,Default Classifier,8.801351308822632,10,FGM,10,1024,0.3,0.13338780403137207,0.03377819061279297,0.978,0.0021610260009765625,0.2
