,classifier_id,data_id,attack_id,n,defense_id,id,pre_def_name,post_def_name,classifier_name,train_time,attack_size,attack_name,attack_time,ben_acc,ben_pred_time,adv_pred_time,adv_acc
deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,No Preprocessing,No Postprocessing,Default Classifier,4.45139741897583,1,FGM,0.08499860763549805,0.987,0.07999944686889648,0.0019986629486083984,1.0
25110210e0f26c7648f3e4767ea371a477460e6a191c68136db4d02a36dbafb3,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,4db8a554c086f995aa0ebdb425542c463360fad53007f2de451cbe1aef8f1377,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,25110210e0f26c7648f3e4767ea371a477460e6a191c68136db4d02a36dbafb3,No Preprocessing,No Postprocessing,Default Classifier,4.640354156494141,1,PGD,0.30454587936401367,0.978,0.06900238990783691,0.002019643783569336,1.0
90e4e6ade756fcd39ffedb11b16a39c77ff297c4098816cda3109140f9b39b55,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6427fc01d1301166b166cefbbc8da35565e3228325115d1085c83b1304473423,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,90e4e6ade756fcd39ffedb11b16a39c77ff297c4098816cda3109140f9b39b55,No Preprocessing,No Postprocessing,Default Classifier,4.45139741897583,1,Lipschitz,0.22423529624938965,0.987,0.15600180625915527,0.0009999275207519531,1.0
deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,No Preprocessing,No Postprocessing,Default Classifier,4.45139741897583,1,FGM,0.08499860763549805,0.987,0.07999944686889648,0.0019986629486083984,1.0
bd35a4e63662e2870b30d1a227c624764c289c4f192ff16d96f9d61483a19815,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,4db8a554c086f995aa0ebdb425542c463360fad53007f2de451cbe1aef8f1377,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,bd35a4e63662e2870b30d1a227c624764c289c4f192ff16d96f9d61483a19815,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,PGD,0.2138669490814209,0.085,0.10105204582214355,0.0019783973693847656,1.0
1bed3f9536b46ec0668de792507612e8abd04409c054e8040dd99506f72c12e0,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6427fc01d1301166b166cefbbc8da35565e3228325115d1085c83b1304473423,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1bed3f9536b46ec0668de792507612e8abd04409c054e8040dd99506f72c12e0,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,Lipschitz,0.28940558433532715,0.085,0.07503628730773926,0.0029985904693603516,1.0
5284755dc7bfd13251020d28a52511d3161ac0d2606f05f622fdb1950a0bf6bf,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,5284755dc7bfd13251020d28a52511d3161ac0d2606f05f622fdb1950a0bf6bf,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,FGM,0.057053327560424805,0.085,0.08199906349182129,0.0019996166229248047,1.0
c788cf6eccb8776b48f82f6fc675806a895bcb5a18eb3addc2190bbd0a15f59c,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,46173020c28e000134ae62f1024c574fe9df5961ff50a405f0dd7d8513935377,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,c788cf6eccb8776b48f82f6fc675806a895bcb5a18eb3addc2190bbd0a15f59c,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,DeepFool,2.066436290740967,0.085,0.08940982818603516,0.0019469261169433594,1.0
c0b8a06079cc4ec16e76a366dc42e8ab92297fe95373919b3e58ede0e9cd0328,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,79413960e3bf11c275ef45644d8f529ca73433970c2967291acf615dd60c989b,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,c0b8a06079cc4ec16e76a366dc42e8ab92297fe95373919b3e58ede0e9cd0328,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,HopSkipJump,0.7712874412536621,0.085,0.09904265403747559,0.002965211868286133,0.0
1ed3748f55bfff087a8d7cdff26a58214f69a32d84487f834ec006d41c74918d,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,d58a25f82764060c7bc02ef60f4371393f00bf38955f463b25135641c4badc83,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1ed3748f55bfff087a8d7cdff26a58214f69a32d84487f834ec006d41c74918d,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,AdversarialPatch,0.5563907623291016,0.085,0.09061813354492188,0.003979921340942383,0.0
1a3f3cf191d48f52f60a7d043591e38f5b21b5dddaceba05aeac018311cb3146,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,0711c8dc4387db5a19840e30b6fedf3d22c4c94ac13be06c3979b8f9b8656ab3,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1a3f3cf191d48f52f60a7d043591e38f5b21b5dddaceba05aeac018311cb3146,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,Threshold Attack,0.2219991683959961,0.085,0.09199714660644531,0.003000974655151367,1.0
68b332e808b94ed868e4e8eb5d5abc7477efa821d20af7f503ec7562984c918e,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,4db8a554c086f995aa0ebdb425542c463360fad53007f2de451cbe1aef8f1377,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,68b332e808b94ed868e4e8eb5d5abc7477efa821d20af7f503ec7562984c918e,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,PGD,0.8768243789672852,0.987,0.6548242568969727,0.002998828887939453,0.0
16d5b0afa867ed3550746338547187ce1fabb778f0c15ce6aed9d61dfd5e3e65,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6427fc01d1301166b166cefbbc8da35565e3228325115d1085c83b1304473423,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,16d5b0afa867ed3550746338547187ce1fabb778f0c15ce6aed9d61dfd5e3e65,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,Lipschitz,0.39409399032592773,0.987,0.10390210151672363,0.002997875213623047,0.0
db9f930aaae66331bbfda684c04415777069ada43e78287c093a6f9f76b31110,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,db9f930aaae66331bbfda684c04415777069ada43e78287c093a6f9f76b31110,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,FGM,0.12098813056945801,0.987,0.09005260467529297,0.0019466876983642578,1.0
f4b1fc21ea54043c3ffe91b38ad872eaa05820a9eee67c4b356d424df34d839e,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,46173020c28e000134ae62f1024c574fe9df5961ff50a405f0dd7d8513935377,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,f4b1fc21ea54043c3ffe91b38ad872eaa05820a9eee67c4b356d424df34d839e,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,DeepFool,1.6511611938476562,0.987,0.09799313545227051,0.003996610641479492,1.0
3e9fc68af9edb16328ba5a633c51904792ea3a032ea8dad8b9d7219807ba5bac,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,77a92a862ac06bd6106d1f424eec43dfcfb6a93ed327b540b81fc5b779b79933,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,3e9fc68af9edb16328ba5a633c51904792ea3a032ea8dad8b9d7219807ba5bac,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,HopSkipJump,0.7251989841461182,0.987,0.11200261116027832,0.001996755599975586,0.0
2c3bda7a22842a48ae6f0fb6062907fdb8fb8b0feeecbc06acc960a834446191,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,d58a25f82764060c7bc02ef60f4371393f00bf38955f463b25135641c4badc83,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,2c3bda7a22842a48ae6f0fb6062907fdb8fb8b0feeecbc06acc960a834446191,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,AdversarialPatch,0.4618823528289795,0.987,0.09767317771911621,0.0029625892639160156,0.0
754f3dc0719c2b2c7f7a4863289b3fbc71d3cefe9c44d14353f720a1e3e947ed,bf8f2d225dfe2d4a49f95f2b46b261362219aedbd2872fe8a668bff1407e3dd240510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,0711c8dc4387db5a19840e30b6fedf3d22c4c94ac13be06c3979b8f9b8656ab3,1000,5ff6475c03570e4c308e93fbdb1fe4135a7e19105f1d37b53e04c1dbf323c78b,754f3dc0719c2b2c7f7a4863289b3fbc71d3cefe9c44d14353f720a1e3e947ed,No Preprocessing,High Confidence,Default Classifier,4.2612504959106445,1,Threshold Attack,0.22699975967407227,0.987,0.10199952125549316,0.005002498626708984,1.0
25110210e0f26c7648f3e4767ea371a477460e6a191c68136db4d02a36dbafb3,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,4db8a554c086f995aa0ebdb425542c463360fad53007f2de451cbe1aef8f1377,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,25110210e0f26c7648f3e4767ea371a477460e6a191c68136db4d02a36dbafb3,No Preprocessing,No Postprocessing,Default Classifier,4.640354156494141,1,PGD,0.30454587936401367,0.978,0.06900238990783691,0.002019643783569336,1.0
90e4e6ade756fcd39ffedb11b16a39c77ff297c4098816cda3109140f9b39b55,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6427fc01d1301166b166cefbbc8da35565e3228325115d1085c83b1304473423,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,90e4e6ade756fcd39ffedb11b16a39c77ff297c4098816cda3109140f9b39b55,No Preprocessing,No Postprocessing,Default Classifier,4.45139741897583,1,Lipschitz,0.22423529624938965,0.987,0.15600180625915527,0.0009999275207519531,1.0
deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,c2dacf8fd928edc2f087d546c674a01fc0e31b2b40d562e2b15322f05776374040510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,deafc4bb0a335ea4d23817a50d3c396a68975de1a374cdf4816a5bf69c28d2b5,No Preprocessing,No Postprocessing,Default Classifier,4.45139741897583,1,FGM,0.08499860763549805,0.987,0.07999944686889648,0.0019986629486083984,1.0
bd35a4e63662e2870b30d1a227c624764c289c4f192ff16d96f9d61483a19815,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,4db8a554c086f995aa0ebdb425542c463360fad53007f2de451cbe1aef8f1377,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,bd35a4e63662e2870b30d1a227c624764c289c4f192ff16d96f9d61483a19815,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,PGD,0.2138669490814209,0.085,0.10105204582214355,0.0019783973693847656,1.0
1bed3f9536b46ec0668de792507612e8abd04409c054e8040dd99506f72c12e0,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6427fc01d1301166b166cefbbc8da35565e3228325115d1085c83b1304473423,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1bed3f9536b46ec0668de792507612e8abd04409c054e8040dd99506f72c12e0,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,Lipschitz,0.28940558433532715,0.085,0.07503628730773926,0.0029985904693603516,1.0
5284755dc7bfd13251020d28a52511d3161ac0d2606f05f622fdb1950a0bf6bf,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3256ce3a51cee7fef117fbda78140448b91112370a4ecd7893efcf8d73c52c42,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,5284755dc7bfd13251020d28a52511d3161ac0d2606f05f622fdb1950a0bf6bf,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,FGM,0.057053327560424805,0.085,0.08199906349182129,0.0019996166229248047,1.0
c788cf6eccb8776b48f82f6fc675806a895bcb5a18eb3addc2190bbd0a15f59c,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,46173020c28e000134ae62f1024c574fe9df5961ff50a405f0dd7d8513935377,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,c788cf6eccb8776b48f82f6fc675806a895bcb5a18eb3addc2190bbd0a15f59c,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,DeepFool,2.066436290740967,0.085,0.08940982818603516,0.0019469261169433594,1.0
c0b8a06079cc4ec16e76a366dc42e8ab92297fe95373919b3e58ede0e9cd0328,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,79413960e3bf11c275ef45644d8f529ca73433970c2967291acf615dd60c989b,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,c0b8a06079cc4ec16e76a366dc42e8ab92297fe95373919b3e58ede0e9cd0328,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,HopSkipJump,0.7712874412536621,0.085,0.09904265403747559,0.002965211868286133,0.0
1ed3748f55bfff087a8d7cdff26a58214f69a32d84487f834ec006d41c74918d,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,d58a25f82764060c7bc02ef60f4371393f00bf38955f463b25135641c4badc83,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1ed3748f55bfff087a8d7cdff26a58214f69a32d84487f834ec006d41c74918d,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,AdversarialPatch,0.5563907623291016,0.085,0.09061813354492188,0.003979921340942383,0.0
1a3f3cf191d48f52f60a7d043591e38f5b21b5dddaceba05aeac018311cb3146,e657b0156268e2a75e9c7fa9a2eeba255cb26a35633365406c64d9ba3c54556640510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,0711c8dc4387db5a19840e30b6fedf3d22c4c94ac13be06c3979b8f9b8656ab3,1000,4750e668ae1fc515e8df0410f2684a00cc53b3bf6c958a07fada8753608a6eae,1a3f3cf191d48f52f60a7d043591e38f5b21b5dddaceba05aeac018311cb3146,No Preprocessing,Class Labels,Default Classifier,4.335336685180664,1,Threshold Attack,0.2219991683959961,0.085,0.09199714660644531,0.003000974655151367,1.0
