,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred_time,ben_acc,adv_pred_time,adv_acc
6c0ac678ce2c02e2b437913d91af6a601bd039fc65d26bf50bb62337e7e6542f,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,41d0149b6b42cd3d9a29630e7835368d3c567fecd032da8625b7bcd15ef81eab,100,,6c0ac678ce2c02e2b437913d91af6a601bd039fc65d26bf50bb62337e7e6542f,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,PGD,10,1024,0.3,5.203738258000001,2.720334985000001,0.98,0.003621162000001732,0.0
19533952b518201ec460476dd260c4d34f2723950258269c3aa616436d7d4d83,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,100,,19533952b518201ec460476dd260c4d34f2723950258269c3aa616436d7d4d83,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,FGM,10,1024,0.3,0.04339749100000034,0.0020472090000005494,0.98,0.0014640310000011425,0.1
12f32974301aa7b66fd0e43bfdfc3e952419e0404ed2829d820c3cceaf1bef00,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7dd8fb1714a79b9c95b41d854434df8c44a6851e106c06e03cf793bf9ed95706,100,,12f32974301aa7b66fd0e43bfdfc3e952419e0404ed2829d820c3cceaf1bef00,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,Carlini,10,1024,0.3,28.042027670000003,0.002230199999999627,0.98,0.0014360090000025139,0.8
864c774c07e60c75fb65b7626c064dfc1e77b73be888f072864050bbc1e2d9ab,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,bb9103eb066a839d58a89df48883464113b7b2b840a70faa026eca0d3d1dfd57,100,,864c774c07e60c75fb65b7626c064dfc1e77b73be888f072864050bbc1e2d9ab,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,DeepFool,10,1024,0.3,0.47694590100000056,0.0017969550000032086,0.98,0.001304498000003207,0.0
c3bf886813ff64497431a5c9b9157f16791e9b29f358a7e529f15b8dccd013a5,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,b4712c7b4e940a841ae20575a1f3e8dccab5c73bc963db2fd793bfcd335a95ca,100,,c3bf886813ff64497431a5c9b9157f16791e9b29f358a7e529f15b8dccd013a5,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,HopSkipJump,10,1024,0.3,27.561788123000007,0.0018249969999999394,0.98,0.0015252839999959633,0.0
4a44cab6165f7a000cf6cba3854003be000c1c0cfcb0ac5f3965a51920602fbc,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7f2d068c2fb8a1efc27d4c51e84bdedddcbd409de4c8f0535cb92fcd2af3c545,100,,4a44cab6165f7a000cf6cba3854003be000c1c0cfcb0ac5f3965a51920602fbc,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,AdversarialPatch,10,1024,0.3,0.22038780299999416,0.001970834000005084,0.98,0.0016520409999998265,0.5
b1cd50509b21d67099cd9cd4f5ef55ba6dc9ca82d51cd69d479bc8efbb0b3043,2a76a66e783c7e311d552a9d6cc63119d52f41fa105f84a6fb15096017dbcb9dad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,5ef8ba9d00e94b3631658ad73e47dde1e17419a7d44dda4096fbf7e896d5ee3c,100,,b1cd50509b21d67099cd9cd4f5ef55ba6dc9ca82d51cd69d479bc8efbb0b3043,No Defense,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,7.310124469,10,Threshold Attack,10,1024,0.3,2.2451778120000085,0.0031889920000054417,0.98,0.002317781000002128,1.0
ed26dbb52f363958035e81f3459e8de1f95059cc1627094de2d4dbd98a86a45f,dc2f89b4a7930274f31a6f796960eb8f9b1e1a4e5f020ad848658f4eb7829aefad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,41d0149b6b42cd3d9a29630e7835368d3c567fecd032da8625b7bcd15ef81eab,100,9e2b57c356ccc11d8fcfe45ee978fc61e66074cda2730de760c7fcc99776c690,ed26dbb52f363958035e81f3459e8de1f95059cc1627094de2d4dbd98a86a45f,Feature Squeezing,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,0.13329208300000062,10,PGD,10,1024,0.3,0.03853150800000549,0.0040365029999946955,0.98,0.0024240119999916487,0.0
daccc13c73941970fd482a5060de0c3394679f9e9f50921fdc56b66403c030d9,dc2f89b4a7930274f31a6f796960eb8f9b1e1a4e5f020ad848658f4eb7829aefad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,3081e2690b3f66d554b4a44dd21200f5d4643168a70262a247d2140fdef822b7,100,9e2b57c356ccc11d8fcfe45ee978fc61e66074cda2730de760c7fcc99776c690,daccc13c73941970fd482a5060de0c3394679f9e9f50921fdc56b66403c030d9,Feature Squeezing,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,0.13329208300000062,10,FGM,10,1024,0.3,0.08549027099999762,0.004479486999997562,0.98,0.0026195159999957696,0.0
1e14d17c53330a4165f44d993b6ca1746796c54adc61ce24c30355cda146ba70,dc2f89b4a7930274f31a6f796960eb8f9b1e1a4e5f020ad848658f4eb7829aefad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,7dd8fb1714a79b9c95b41d854434df8c44a6851e106c06e03cf793bf9ed95706,100,9e2b57c356ccc11d8fcfe45ee978fc61e66074cda2730de760c7fcc99776c690,1e14d17c53330a4165f44d993b6ca1746796c54adc61ce24c30355cda146ba70,Feature Squeezing,29dfcd90a6957af25455b0db9403d943b14388b2ee29396dfc258d3444c07033,0.13329208300000062,10,Carlini,10,1024,0.3,4.176497276999996,0.0026308770000014192,0.98,0.0015967739999922514,1.0
