,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,defense_strength,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred_time,ben_acc,ben_cov,ben_mean,ben_std,ben_resid,adv_pred_time,adv_acc,adv_cov,adv_mean,adv_std,adv_resid
0bfcb546a96986a44dfade3b377fbdf4d36a1e08e3aa2423dad66c9f8a2192d4,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,a980e3a638108d57fa0a79d19349b845858659e4d960f4b8effab4ea648f5f2a,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,0bfcb546a96986a44dfade3b377fbdf4d36a1e08e3aa2423dad66c9f8a2192d4,Feature Squeezing,Default Classifier,885.69159029,8.0,100,Carlini,10,1024,0.03,1502.4423356059997,1.358089860000291,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.016161282999746618,1.0,1.0,0.10000000149011612,0.29999950528144836,1.9593013322882769e-10
ac66e323eb1709d003d3f412a988cba0588b0b52f2a41c78649517732329a870,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6d0e4950356a6c88a51a7e7ae6942c8e255051c9337709140b2a0bf2a1dd12ee,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,ac66e323eb1709d003d3f412a988cba0588b0b52f2a41c78649517732329a870,Feature Squeezing,Default Classifier,885.69159029,8.0,100,PixelAttack,10,1024,0.03,12.054552206999688,1.3039415080002073,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.01545710299978964,1.0,1.0,0.10000000149011612,0.2999970614910126,1.9593013322882769e-10
f0a579fcb49254ce74bd1e004d085585480f4627d643d46ebe5b6d151d33dbb0,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,cdc6a469039efd13dc970ac46c748a56dba5e24094027e456cd1653604b3c38f,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,f0a579fcb49254ce74bd1e004d085585480f4627d643d46ebe5b6d151d33dbb0,Feature Squeezing,Default Classifier,885.69159029,8.0,100,DeepFool,10,1024,0.03,579.0201864850005,1.3081099689998155,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.015641257999959635,0.63,1.0,0.10000000149011612,0.2934512495994568,1.9593013322882769e-10
85d20d0e57d2be2000fe02aee701d62367656ea02af754072285378c276aa0e7,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,b34530f05b636f2dc9f94519068de6020c9a26d0f4392b0861a4851c7fb456c8,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,85d20d0e57d2be2000fe02aee701d62367656ea02af754072285378c276aa0e7,Feature Squeezing,Default Classifier,885.69159029,8.0,100,HopSkipJump,10,1024,0.03,140.99008200699973,1.301693360000172,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.015728223999758484,0.02,1.0,0.10000000149011612,0.2442299723625183,1.9593013322882769e-10
45c3907983f88cd5f5156d9435aa4db3db875b3c2510772a3d6c1f9a8cb346f0,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e3cc2d5461ecca7cd52f2de72e000dc59ffba2140ef7dcc1fe786b084216fb06,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,45c3907983f88cd5f5156d9435aa4db3db875b3c2510772a3d6c1f9a8cb346f0,Feature Squeezing,Default Classifier,885.69159029,8.0,100,AdversarialPatch,10,1024,0.03,10.663313577000736,1.3432509570002367,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.006824455999776546,0.0,1.0,0.09999999403953552,0.29999738931655884,1.9593013322882769e-10
4d0be0d97bc4cfc32a1627c20cbc761f2fbfd362d84159398136964f0931c6e2,8d46d2c5d455b745522414ea1a3d76e31933357cb5dc6fd303687cc7d09fc243d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,9e6d12933037b2c398e084883c65e708b8f067077bb0a583c2f752c2a2842f4b,60000,76b45d634992d37e49e5632c4b465099d4aea6674e184cabbc816600a8e1c604,4d0be0d97bc4cfc32a1627c20cbc761f2fbfd362d84159398136964f0931c6e2,Feature Squeezing,Default Classifier,885.69159029,8.0,100,Threshold Attack,10,1024,0.03,63.497521653999684,1.3001389029996062,0.9944,1.0,0.10000000149011612,0.29964277148246765,1.9593013322882769e-10,0.015869287999521475,1.0,1.0,0.10000000149011612,0.29999950528144836,1.9593013322882769e-10
07fe6d65f51c8e5b1c4009f845a4aac977ff03d9036f61f6a3c0a4be60bbf526,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,ba66d6357b5f69e110dd369d4e3c12f8268ff6495c1f8576342bcc289465d048,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,07fe6d65f51c8e5b1c4009f845a4aac977ff03d9036f61f6a3c0a4be60bbf526,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,PGD,10,1024,0.03,6.494362804000048,12.678325861999838,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.01607125400005316,0.98,1.0,0.10000000149011612,0.29856404662132263,1.5569324995912126e-10
e31f095aa6bf74d7014627940860f27c6aa0cce474a0286429117ea957c489e5,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,d23348e919d89f865c3ead00dc1d97662777f6664ca557d4cffecd76636e34ce,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,e31f095aa6bf74d7014627940860f27c6aa0cce474a0286429117ea957c489e5,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,FGM,10,1024,0.03,3.9781736869999804,1.2900785799993173,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015579455000079179,0.99,1.0,0.10000000149011612,0.2983166575431824,1.5569324995912126e-10
ce139547b8f0e7c4fd3e721562b121ab9b4c9ecacadac5185757a5ec6f2e4d33,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,a980e3a638108d57fa0a79d19349b845858659e4d960f4b8effab4ea648f5f2a,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,ce139547b8f0e7c4fd3e721562b121ab9b4c9ecacadac5185757a5ec6f2e4d33,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,Carlini,10,1024,0.03,1571.732844227,1.3277257170002486,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015843862000110676,1.0,1.0,0.10000000149011612,0.2999981641769409,1.5569324995912126e-10
e1a32fc21c1df717da989512b0d6115ea8f2b2bdb0e4cc05ba27868f36848287,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6d0e4950356a6c88a51a7e7ae6942c8e255051c9337709140b2a0bf2a1dd12ee,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,e1a32fc21c1df717da989512b0d6115ea8f2b2bdb0e4cc05ba27868f36848287,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,PixelAttack,10,1024,0.03,11.852076364999448,1.2719030959997326,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015168513000389794,0.99,1.0,0.10000000149011612,0.29946044087409973,1.5569324995912126e-10
ed267e0289c45ae2832f9302863fbf2cdd3a6e2986abbe652fab598531286bfe,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,cdc6a469039efd13dc970ac46c748a56dba5e24094027e456cd1653604b3c38f,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,ed267e0289c45ae2832f9302863fbf2cdd3a6e2986abbe652fab598531286bfe,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,DeepFool,10,1024,0.03,586.3559397509998,1.323754086000008,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015735009999843896,0.39,1.0,0.10000000149011612,0.2892298400402069,1.5569324995912126e-10
50db979701b0b704fcb2d2d82d178e8f9516294ff323aaf94c8105c123875e7c,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,b34530f05b636f2dc9f94519068de6020c9a26d0f4392b0861a4851c7fb456c8,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,50db979701b0b704fcb2d2d82d178e8f9516294ff323aaf94c8105c123875e7c,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,HopSkipJump,10,1024,0.03,135.51671898599943,1.27031928300039,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015178485000433284,0.02,1.0,0.10000000894069672,0.2974279224872589,1.5569324995912126e-10
fc91c2401163521e8222ea1592b5fcf4f377337e909600c00b6c7052534658de,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e3cc2d5461ecca7cd52f2de72e000dc59ffba2140ef7dcc1fe786b084216fb06,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,fc91c2401163521e8222ea1592b5fcf4f377337e909600c00b6c7052534658de,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,AdversarialPatch,10,1024,0.03,10.794830983000793,1.329514908999954,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.007378975000392529,0.0,1.0,0.09999999403953552,0.2999866008758545,1.5569324995912126e-10
ecec154268df584406e4608e67e95a698abea844693cc3e9c3e92d04c9e2c409,98d1e8b6999efdad228d80c0d9540a61110c89b7e7e81fd68db5f219cf9d6a2bd55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,9e6d12933037b2c398e084883c65e708b8f067077bb0a583c2f752c2a2842f4b,60000,55006cd434867f3ea2d7e2e18a791bb0b0f6b8f619032507608e4e5b1a2d9cec,ecec154268df584406e4608e67e95a698abea844693cc3e9c3e92d04c9e2c409,Gaussian Augmentation,Default Classifier,833.4511026580001,8.0,100,Threshold Attack,10,1024,0.03,66.01220628400006,1.2603243089997704,0.9964,1.0,0.10000000149011612,0.2997678816318512,1.5569324995912126e-10,0.015419340999869746,1.0,1.0,0.10000000149011612,0.2999981641769409,1.5569324995912126e-10
1c06101cd7341f6e4e0a4d939bfc9d2e1390fe6cf68681ea1228ff0f654bc705,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,ba66d6357b5f69e110dd369d4e3c12f8268ff6495c1f8576342bcc289465d048,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,1c06101cd7341f6e4e0a4d939bfc9d2e1390fe6cf68681ea1228ff0f654bc705,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,PGD,10,1024,0.03,4.76581090900072,17.244260067999676,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.018705086999943887,0.99,1.0,0.10000000149011612,0.29915934801101685,2.314196195785101e-10
c6ad8702ec11c986e3b98d6feb798e6e28de8a76174d44b595f5196d4bcd0c0c,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,d23348e919d89f865c3ead00dc1d97662777f6664ca557d4cffecd76636e34ce,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,c6ad8702ec11c986e3b98d6feb798e6e28de8a76174d44b595f5196d4bcd0c0c,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,FGM,10,1024,0.03,4.987225136000234,1.5274998229997436,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.01885229699928459,0.99,1.0,0.10000000149011612,0.2993346154689789,2.314196195785101e-10
da0d2ffb3df8c9cc80de4e3bebc0edc9e0b5a1966b24e777db3b3ad52e3f9c33,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,a980e3a638108d57fa0a79d19349b845858659e4d960f4b8effab4ea648f5f2a,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,da0d2ffb3df8c9cc80de4e3bebc0edc9e0b5a1966b24e777db3b3ad52e3f9c33,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,Carlini,10,1024,0.03,1729.883865490001,1.5817744770010904,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.018684516000575968,0.99,1.0,0.10000000149011612,0.29997044801712036,2.314196195785101e-10
6b40101583b8a5667d946e64566aafc3d075043e4755a638879afa246958da5c,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6d0e4950356a6c88a51a7e7ae6942c8e255051c9337709140b2a0bf2a1dd12ee,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,6b40101583b8a5667d946e64566aafc3d075043e4755a638879afa246958da5c,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,PixelAttack,10,1024,0.03,13.389247730001443,1.5580072619995917,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.01821710200056259,1.0,1.0,0.10000000149011612,0.2999934256076813,2.314196195785101e-10
17a910b502215b99943edd93ac829948f124a1165b7ccd5ef2218ecee1223eb5,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,cdc6a469039efd13dc970ac46c748a56dba5e24094027e456cd1653604b3c38f,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,17a910b502215b99943edd93ac829948f124a1165b7ccd5ef2218ecee1223eb5,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,DeepFool,10,1024,0.03,584.7992361239994,1.5510683600004995,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.019499701000313507,0.43,1.0,0.10000000149011612,0.2857305705547333,2.314196195785101e-10
e30b7432e918c66b979e31c218e2ecf3477739fe1ab0114358be01a62faecb85,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,b34530f05b636f2dc9f94519068de6020c9a26d0f4392b0861a4851c7fb456c8,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,e30b7432e918c66b979e31c218e2ecf3477739fe1ab0114358be01a62faecb85,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,HopSkipJump,10,1024,0.03,155.1189713069998,1.568327742999827,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.020125476001339848,0.02,1.0,0.10000000149011612,0.2952624261379242,2.314196195785101e-10
bf5d43e0748fa779936cb48a12db3db52e1e9027600ae8fda4e8ecac99a63c65,a1ccb7527c2110f5a88dc58a03748eab4ff8632f0f61d0c175b0157759a8835ad55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,e3cc2d5461ecca7cd52f2de72e000dc59ffba2140ef7dcc1fe786b084216fb06,60000,8b6a5987a1317d1c618c79a0f87178408d28e2240126b9909d7dc9b941306c63,bf5d43e0748fa779936cb48a12db3db52e1e9027600ae8fda4e8ecac99a63c65,Spatial Smoothing,Default Classifier,824.7608466520003,8.0,100,AdversarialPatch,10,1024,0.03,10.501427383000191,1.5769347209989064,0.9952,1.0,0.10000000149011612,0.29973074793815613,2.314196195785101e-10,0.008522942000126932,0.0,1.0,0.10000000149011612,0.29999127984046936,2.314196195785101e-10
