,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred_time,ben_acc,ben_cov,ben_mean,ben_std,ben_resid,adv_pred_time,adv_acc,adv_cov,adv_mean,adv_std,adv_resid
45a75f9eb139d9d53ecb65fd0f3250aac10b51e9a742f0900b48386329a57fa3,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,388f367f82c4e132fbe1a06745d1214ba140027d3d50246dee06b8e4d2214055,60000,,45a75f9eb139d9d53ecb65fd0f3250aac10b51e9a742f0900b48386329a57fa3,Control,Default Classifier,910.459515851,100,PGD-step_size:0.001-norm:1,10,1024,0.03,44.087609160000056,18.350707952999983,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.02107221300002493,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
13a892a9cdd88f9c07d9212dde57b1ab65b75a08806650d195acf2bb8ad417fc,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,5b634f834317ac45c577ca96421f00f3e445d6fd4d7f2033e464ccc3700abc3a,60000,,13a892a9cdd88f9c07d9212dde57b1ab65b75a08806650d195acf2bb8ad417fc,Control,Default Classifier,910.459515851,100,PGD-step_size:0.001-norm:2,10,1024,0.03,7.001884128000029,1.2728751280000097,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.015598535000094671,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
c29c63972b7b972500cd291c11e75028f4da79cce7749d86c0aec77039bff61f,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,30b946f2e5c88bc232d90981ddb0f68bd971ddeae98e10d417a0d11498591de6,60000,,c29c63972b7b972500cd291c11e75028f4da79cce7749d86c0aec77039bff61f,Control,Default Classifier,910.459515851,100,PGD-step_size:0.001-norm:inf,10,1024,0.03,6.832694568000079,1.2645365350000475,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.014924802999985332,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
5af952f889729fdf02c32651447b487761bfbbaa574d51aa54cf5b083a3a97de,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,82005816e050655257bb73186bfd8d7109be776217ad02093849a8c56e862d33,60000,,5af952f889729fdf02c32651447b487761bfbbaa574d51aa54cf5b083a3a97de,Control,Default Classifier,910.459515851,100,PGD-step_size:0.01-norm:1,10,1024,0.03,6.812043949999975,1.2638900250000233,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.01490971200007607,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
4a42fa2d5996ac53a179cd447868239135915b085f8f15d9bd3cdc06c11d8729,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,9f56ba5800514beb47a361217b92cc9ec4b4d4922fd4b060d02b2ed62a7fddca,60000,,4a42fa2d5996ac53a179cd447868239135915b085f8f15d9bd3cdc06c11d8729,Control,Default Classifier,910.459515851,100,PGD-step_size:0.01-norm:2,10,1024,0.03,6.799786248999908,1.2669948709999517,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.015303482000035729,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
9ed4a8d69ef4786f22d77f9b83ac1bd5b58012393b67669536b20b2f66cb87bb,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,8681b0301616c69c50eb055915febc9a90800fb5633b5c782f7e5f474097109c,60000,,9ed4a8d69ef4786f22d77f9b83ac1bd5b58012393b67669536b20b2f66cb87bb,Control,Default Classifier,910.459515851,100,PGD-step_size:0.01-norm:inf,10,1024,0.03,6.809806080000044,1.2657693379999273,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.015064518999906795,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
54481269ab057f1ae239e5b6fb7891f37174b5754a8c7e0ddfe0b164c51c6148,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,cde16fc910d81a369490f79cb661d120ef5d9360269dff60b32abef7a49d67c4,60000,,54481269ab057f1ae239e5b6fb7891f37174b5754a8c7e0ddfe0b164c51c6148,Control,Default Classifier,910.459515851,100,PGD-step_size:0.1-norm:1,10,1024,0.03,6.73502107000013,1.2641344230000868,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.015613608999956341,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
318145289c2939aa245267ab5ee63a9c747936343e502df73c6cb447bb0b2f38,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,6a417d6217b508684cdacd6a33515df594cadeddf223488615ff4e9369be071c,60000,,318145289c2939aa245267ab5ee63a9c747936343e502df73c6cb447bb0b2f38,Control,Default Classifier,910.459515851,100,PGD-step_size:0.1-norm:2,10,1024,0.03,6.802824872999963,1.2643739990000995,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.014928545999964626,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
1f9b7b92ed3b917536d199fc0d34a4ea54405b6412502766acdeec8f67983e46,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,f01f762aaf16007772f57fcd2ec16191c80577d9d0ea6dc1ed4173e19c8c97db,60000,,1f9b7b92ed3b917536d199fc0d34a4ea54405b6412502766acdeec8f67983e46,Control,Default Classifier,910.459515851,100,PGD-step_size:0.1-norm:inf,10,1024,0.03,6.69918976200006,1.2667844269999478,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.01588044200002514,0.98,1.0,0.10000000149011612,0.298788845539093,1.4868670183965094e-10
1f562ee8760304b1ab60080ef747b048177cdd1a1e6ca6b3dc6892caaae107a1,f0ffed1bf315d11e23e4ace072a16359f0d00fa04be28dcbb0c3223a449f58b6,a39766b372edf58815b9655fd4c457e035a5571caf4d8de0f2a7d0674a748b02,96b8ad469df275d4f92d75f9824befd2fad90b7276ef459b503f8486be1d54d7,60000,,1f562ee8760304b1ab60080ef747b048177cdd1a1e6ca6b3dc6892caaae107a1,Control,Default Classifier,910.459515851,100,FGM-step_size:0.001-norm:1,10,1024,0.03,2.272178160000067,1.2586841779998394,0.9965,1.0,0.10000000149011612,0.29975345730781555,1.4868670183965094e-10,0.015104271999916818,1.0,1.0,0.10000000149011612,0.29999637603759766,1.4868670183965094e-10
