,classifier_id,data_id,attack_id,n,defense_id,id,def_name,classifier_name,train_time,attack_size,attack_name,attack_iter,attack_batch_size,attack_threshold,attack_time,ben_pred,ben_pred_time,ben_acc,ben_cov,ben_prec,ben_rec,adv_pred,adv_pred_time,adv_acc,adv_cov,adv_prec,adv_rec
100719c84f99c6fb718993720967d72f3e0cec313b673d58d56c74b07a0e830f,0ae8fa163bdccdde6573d3fd9ed19448edfe214cc4cacfadd40ef24a28677513,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,3a01e346f89e3c48a93ec4885e77610854527465e5c44424961ca9d456b18dc4,100000,160133f6adfa5d7c82fc9392b7d2c894d82e0df65f681231ca009062c1961485,100719c84f99c6fb718993720967d72f3e0cec313b673d58d56c74b07a0e830f,Rounded-decimals:32,Default Classifier,1096.5324422129997,1,PGD-step_size:0.001-norm:1,1,1024,0.03,75.701329966,"[[7.22118057e-06 1.00348279e-05 2.18816043e-04 ... 1.63013738e-05
  1.02689974e-05 1.94130371e-06]
 [2.09402308e-04 7.83078722e-05 2.92450841e-05 ... 1.76748597e-06
  9.99307156e-01 3.61770944e-04]
 [1.55478324e-06 3.35630379e-04 4.70915706e-09 ... 1.07024156e-09
  9.99659300e-01 3.40282509e-06]
 ...
 [5.24358335e-09 9.46805159e-08 7.51535026e-07 ... 3.73079456e-06
  1.54982676e-08 8.26637336e-09]
 [2.17626247e-11 1.00000000e+00 1.95030270e-10 ... 1.14340464e-11
  1.69836020e-11 2.07566186e-11]
 [1.20664800e-09 2.90036772e-09 1.18618836e-07 ... 9.99999881e-01
  4.63738936e-10 8.16066947e-09]]",78.31957668899999,0.9513,1.0,[0.943 0.974 0.926 0.897 0.963 0.92  0.974 0.978 0.977 0.961],"[0.96126402 0.97011952 0.9526749  0.90789474 0.95916335 0.92092092
 0.95210166 0.97507478 0.95503421 0.95812562]","[[1.4992849e-05 1.9480580e-05 1.9452123e-02 9.6635056e-01 1.0762160e-03
  6.6112615e-03 6.3379039e-03 7.3130068e-05 5.1346866e-05 1.3065666e-05]]",0.016061287000013635,1.0,1.0,[1.],[1.]
04c25eabbe55642a9623f12fda7efb6c6ed43bed16988e2617b08cc2eaab257d,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,3a01e346f89e3c48a93ec4885e77610854527465e5c44424961ca9d456b18dc4,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,04c25eabbe55642a9623f12fda7efb6c6ed43bed16988e2617b08cc2eaab257d,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.001-norm:1,1,1024,0.03,67.183862312,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.013888395999998693,1.0,1.0,[1.],[1.]
de39b1a4cb2a5a614ef63e28607155c8a4524b99d08d9aa9072d4951fcdab250,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,309cd134d54c94cb6a26a04e55d454186688374bf1f6b5603cbaa80552b1a386,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,de39b1a4cb2a5a614ef63e28607155c8a4524b99d08d9aa9072d4951fcdab250,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.001-norm:2,1,1024,0.03,0.08576822300000231,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.008111433999999917,1.0,1.0,[1.],[1.]
aa12560600178251331f7bd9ff1a6dde402fdf2baabaa4b845bb62e93145ba55,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,9ddc0bb31a2b95134ef08bf26533e5c66622cd46312bc7aa007b9c8252d40cdc,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,aa12560600178251331f7bd9ff1a6dde402fdf2baabaa4b845bb62e93145ba55,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.001-norm:inf,1,1024,0.03,0.08045154500001672,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.00842729400000053,1.0,1.0,[1.],[1.]
29eb0bc7e23ef8234fd268e76e865414673ac18a80db944bc6024b72972e33bb,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,cf3e7241be18b35d76647dba37f179de14d428d17ef2e7b74be15b09a580ce48,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,29eb0bc7e23ef8234fd268e76e865414673ac18a80db944bc6024b72972e33bb,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.01-norm:1,1,1024,0.03,0.0787637180000047,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.007800088000010419,1.0,1.0,[1.],[1.]
9ecc34f8329facda0b33485c69e09dce3dbc5c840f4f6cf356714391b36515a0,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,afd99cd3a66129529d0e2b1768e966f537d1714ed5f5bb11eaaa75f80204d7a8,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,9ecc34f8329facda0b33485c69e09dce3dbc5c840f4f6cf356714391b36515a0,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.01-norm:2,1,1024,0.03,0.08286266999999725,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.007747802000011461,1.0,1.0,[1.],[1.]
ceb0c18ed1409162bfd1b86a1d18a6deb3ecf52ae801d70990fc300f21876afd,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,909c1659af79ee2fd7307486525d01443cfa54f2b33c10b08a7197cee592e736,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,ceb0c18ed1409162bfd1b86a1d18a6deb3ecf52ae801d70990fc300f21876afd,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.01-norm:inf,1,1024,0.03,0.08181593999998427,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.00981033000002185,1.0,1.0,[1.],[1.]
142de335d244d33fe043df19ea71fbf9f3773659e6e5066395bd111541daa8b5,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,4e5905759aac71ecda33245134a01cf280f5cb309ce0855e537e78c967ee1cf9,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,142de335d244d33fe043df19ea71fbf9f3773659e6e5066395bd111541daa8b5,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.1-norm:1,1,1024,0.03,0.1067047440000124,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.025318209000005254,1.0,1.0,[1.],[1.]
bb25fba277f1cba4fa6c553962c84a9a94d5a4fefa38ce4fd3908384cc9b62a0,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,2dafc3ac37083b91c7f79c19685305508d34c635f2daa862f792605cb61fa59f,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,bb25fba277f1cba4fa6c553962c84a9a94d5a4fefa38ce4fd3908384cc9b62a0,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.1-norm:2,1,1024,0.03,0.10437311399999771,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.008517094000012548,1.0,1.0,[1.],[1.]
e3c90a6ee08090dcec500f70401a396b5643b775be3fb6c83536a639d1221491,85cb7ea3f8756ef4203d99bd9844af98cb4ccc982b687bb1ed46e8ace24411ff,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,583c9477134061c84d72f00f93cedc32414aea9d353c4bb7aeabfa7204a4b759,100000,92d14d0acf583abb48f4075b6c944b240343050387ada7a041cb56132e6bc2a0,e3c90a6ee08090dcec500f70401a396b5643b775be3fb6c83536a639d1221491,Gaussian Noise-sigma:0.7,Default Classifier,997.4216759909978,1,PGD-step_size:0.1-norm:inf,1,1024,0.03,0.1385616729999981,"[[1.73087319e-05 2.52382979e-05 5.67500363e-04 ... 3.78308468e-05
  2.58113196e-05 3.60613717e-06]
 [3.84761050e-04 1.32863759e-04 5.98508741e-05 ... 4.08889082e-06
  9.98526037e-01 8.67910450e-04]
 [2.21059963e-06 5.78941137e-04 6.47490062e-09 ... 1.46070811e-09
  9.99413371e-01 5.49266997e-06]
 ...
 [4.88382446e-09 1.07846063e-07 7.16108275e-07 ... 4.41692782e-06
  1.46910928e-08 8.83554119e-09]
 [1.46486018e-11 1.00000000e+00 1.22535024e-10 ... 7.76399691e-12
  1.15988321e-11 1.34155196e-11]
 [7.67445718e-10 2.43540477e-09 1.00660024e-07 ... 9.99999881e-01
  3.22098681e-10 7.29450012e-09]]",71.605108694,0.95,1.0,[0.942 0.973 0.925 0.891 0.962 0.918 0.975 0.979 0.974 0.961],"[0.96122449 0.96912351 0.95262616 0.90640895 0.95721393 0.91983968
 0.94936709 0.97219464 0.95583906 0.95526839]","[[2.4692274e-05 3.2693421e-05 3.9995033e-02 9.3727976e-01 1.9333247e-03
  9.9512767e-03 1.0547219e-02 1.3310305e-04 8.3804021e-05 1.8962943e-05]]",0.008544158000006519,1.0,1.0,[1.],[1.]
