,adv_acc,adv_cov,adv_prec,adv_pred_time,adv_rec,attack_batch_size,attack_id,attack_iter,attack_name,attack_size,attack_threshold,attack_time,ben_acc,ben_cov,ben_pred_time,classifier_id,classifier_name,data_id,def_name,defense_id,id,n,train_time
10,0.88,,,11.231139009000344,,1024,202b8e3b355e17b2551e17ac82037bd3b682ac4b4a09ade5d2ab6372e12d4b9e,10,FGM-step_size:0.001-norm:2,100,0.03,37.3251093089998,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,91ad3b3476a09761aaebccf9c66fe25c9318a1ef2d296d41730de6bb1beac523,50000,488.5682582119998
11,0.53,,,11.310781100999977,,1024,c71b54f099e19c81142dd9345192cdc61815cafdf3cd754dc3427b38d97dc74d,10,FGM-step_size:0.001-norm:inf,100,0.03,36.57699553900011,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,321ae7e3772fe4ef948e8e1843ddd294b29cbc075cf47cae7795e2b599a23a4b,50000,488.5682582119998
12,0.92,,,10.990231196999956,,1024,6babd95e5be63ef6c53801fbc7505f7a96effbe7177115fb30ebff6466719893,10,FGM-step_size:0.01-norm:1,100,0.03,35.95714465299989,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,3f632a1e71c8d1a059a3a1d3f0e1d8ad28ce81e77c611699f2686ee0c7204b09,50000,488.5682582119998
13,0.88,,,10.588317759000349,,1024,693186ab3d4cefefbcd43bfc67ce3150f8ec78bb40c6c1249d077512ddf08d05,10,FGM-step_size:0.01-norm:2,100,0.03,35.54076072500038,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,9bab4acfaff367f78b87a007daf34cbb521fa0182efb6d62b78862e93367d6ff,50000,488.5682582119998
14,0.53,,,10.710885094000332,,1024,65ac65c937887b1d835436411559d587b70722ee5c2af71d5cd98712b5cfbdbf,10,FGM-step_size:0.01-norm:inf,100,0.03,37.18997589599985,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,d177dbc57518eb5bda46c2a9e34e31d2551466440bf670384ee61b72465ecaa1,50000,488.5682582119998
15,0.92,,,11.409973777999769,,1024,62f77543b1e24bd0ccc04eecbf72ba48325c15d7da3d72c695c1d944f30c1e06,10,FGM-step_size:0.1-norm:1,100,0.03,37.2646966580005,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,d45e22cb1f3865ed28511b56241d5587542f62f7b63371110a4e3582167b359e,50000,488.5682582119998
16,0.88,,,10.332587214999876,,1024,8acb5ae5d3249ddff6e0e3657451585d1033b7ea8caca07e637f8ec24c4cacca,10,FGM-step_size:0.1-norm:2,100,0.03,36.40744813800029,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,1e3974593225dd4ddb87e0bf195cdbda6ba480bfcc197558f35a99f3bcedbddc,50000,488.5682582119998
17,0.53,,,11.239598512999692,,1024,2abd7381e6b60ff740f6453a12857ab2c5532164756b9894bfde2856cac60a0f,10,FGM-step_size:0.1-norm:inf,100,0.03,36.79399267200006,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,6de2d5bd356826c55daa4dabd7202dd54261af80ca2543ec1d8bb7ccca426802,50000,488.5682582119998
18,0.05,,,10.99104590799834,,1024,d9763ae911b26357f3843b18c6e41ae41a85e65df407b821915fa6b8eeed7b66,10,Deep,100,0.03,16385.735451038003,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,3f0aed11993d19c02f49489a91212a75aa5ca71213b7e4d062d279a999d194f2,50000,488.5682582119998
19,0.08,,,11.460973581000871,,1024,eca962193f3c08649fde313e1fa106bd4434c15dd08ef6fc0dd765d9885c32fb,10,Thresh,100,0.03,640.4335580949992,0.9493,,1098.1102571039992,658b5995ecf4da3f84d5005252d80d2da399a5f2c89863925773729e9fddd271,Default Classifier,283333b43c0c6eafd5fe2f000bbe99b827849465041c35f728146bf05c8f48e0,Label-sigma:0.99,97e6ac5d6d18cbce0fff3077b8868e59354fc02340446f62cb02839d43b573bc,3177d7f122427a2d2c5a97aa335d4e8cdce2f57f6ffeb0d1455ae7052efaab53,50000,488.5682582119998
